image,hand_id,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
sample_01_0000.jpg,0,0.8459250926971436,0.7009324431419373,1.5142518350330647e-07,0.8147836327552795,0.6678701043128967,-0.002121309982612729,0.7671912312507629,0.6504831910133362,-0.005183843895792961,0.7190900444984436,0.645034909248352,-0.007689410820603371,0.6854487657546997,0.6496105194091797,-0.01034129410982132,0.7311354875564575,0.6717565655708313,-0.00959042739123106,0.6724129319190979,0.6661274433135986,-0.015474261716008186,0.6734673380851746,0.65745609998703,-0.01971403695642948,0.6832921504974365,0.6525460481643677,-0.021444540470838547,0.7287628650665283,0.6910808086395264,-0.0104865413159132,0.6705985069274902,0.6821345090866089,-0.010472307913005352,0.6739017367362976,0.6718459725379944,-0.009836046025156975,0.6865389943122864,0.6678258180618286,-0.01179365161806345,0.732769787311554,0.7075297236442566,-0.01074133813381195,0.6757405400276184,0.697821319103241,-0.010063969530165195,0.6789804697036743,0.6886658668518066,-0.005459906067699194,0.693452000617981,0.6859359741210938,-0.00409674271941185,0.7390469908714294,0.7203323245048523,-0.011016529984772205,0.689684271812439,0.7120024561882019,-0.009904611855745316,0.6940038800239563,0.7048931121826172,-0.0030678468756377697,0.7100094556808472,0.7033111453056335,0.0014568270416930318,ROCK
sample_01_0000.jpg,1,0.22329439222812653,0.5281723141670227,-2.874194819924014e-07,0.21991066634655,0.48987993597984314,-0.007165804505348206,0.24733880162239075,0.46208247542381287,-0.016596993431448936,0.2721928358078003,0.453226238489151,-0.027210693806409836,0.29020586609840393,0.45693349838256836,-0.03820646554231644,0.32275688648223877,0.46880394220352173,-0.020435312762856483,0.3790202736854553,0.44931840896606445,-0.030721861869096756,0.41058382391929626,0.43598678708076477,-0.03911944478750229,0.4295029044151306,0.42625582218170166,-0.046464018523693085,0.34513285756111145,0.4880026578903198,-0.024745319038629532,0.33986228704452515,0.48787397146224976,-0.03749188780784607,0.31765544414520264,0.4921504259109497,-0.04255736991763115,0.30325132608413696,0.4970461130142212,-0.04604083672165871,0.3504948616027832,0.5087423324584961,-0.028389742597937584,0.33841466903686523,0.5034952759742737,-0.03606855496764183,0.3189183175563812,0.506982147693634,-0.031336091458797455,0.3040802776813507,0.5108855962753296,-0.02915269322693348,0.3502368927001953,0.5270542502403259,-0.03344308212399483,0.33981192111968994,0.52291339635849,-0.03630770742893219,0.32197603583335876,0.5241650342941284,-0.028542036190629005,0.30724674463272095,0.5270904302597046,-0.021574057638645172,ROCK
sample_01_0001.jpg,0,0.8583255410194397,0.6372520327568054,-5.809943459667011e-08,0.8130817413330078,0.6042081117630005,0.004789396654814482,0.758129358291626,0.5906897187232971,0.00659646512940526,0.7138118147850037,0.5914751291275024,0.0066109043546020985,0.6958408951759338,0.603259801864624,0.006579273846000433,0.7185145020484924,0.6167945265769958,0.007139296270906925,0.6816689372062683,0.6188424229621887,0.0037963332142680883,0.7020118832588196,0.616057276725769,-0.002875787438824773,0.7236902713775635,0.6142501831054688,-0.0071637919172644615,0.7219133973121643,0.6368283033370972,0.002893144730478525,0.6877063512802124,0.6374251246452332,0.006211247760802507,0.7031182646751404,0.6331024169921875,0.004233927465975285,0.7218608260154724,0.6316648125648499,0.00035639433190226555,0.7331081628799438,0.6535999178886414,-0.0009447247721254826,0.6986683011054993,0.6529921889305115,0.0030645292717963457,0.7103978991508484,0.6481626033782959,0.005433925427496433,0.7272173762321472,0.6457675695419312,0.0046962955966591835,0.7476250529289246,0.6665369272232056,-0.004416985437273979,0.715012788772583,0.6645874977111816,0.001892858650535345,0.7247621417045593,0.6598028540611267,0.01037677377462387,0.7403587102890015,0.6575849056243896,0.015571105293929577,ROCK
sample_01_0001.jpg,1,0.23366479575634003,0.5688768625259399,-1.7273096375447494e-07,0.29367780685424805,0.5748069882392883,0.001680591143667698,0.3554675281047821,0.568461537361145,-0.007396022789180279,0.3925432562828064,0.5505490303039551,-0.018303871154785156,0.39964866638183594,0.52920001745224,-0.02961891144514084,0.3891090750694275,0.577888011932373,-0.016259504482150078,0.43149542808532715,0.542808473110199,-0.03642873093485832,0.4087642729282379,0.5393211841583252,-0.04938104748725891,0.3924733102321625,0.5461592078208923,-0.05630943179130554,0.3735377788543701,0.5653093457221985,-0.026463700458407402,0.4131389856338501,0.5302538871765137,-0.039844851940870285,0.39086854457855225,0.5283688902854919,-0.040604542940855026,0.3740045726299286,0.5361338257789612,-0.04147226735949516,0.35343605279922485,0.549207329750061,-0.036850038915872574,0.3881109952926636,0.5187341570854187,-0.04698111489415169,0.3664255738258362,0.5191824436187744,-0.038270000368356705,0.3515753746032715,0.5280537605285645,-0.032861944288015366,0.3319411873817444,0.531238317489624,-0.047242969274520874,0.35642144083976746,0.5095502734184265,-0.05361252650618553,0.33740538358688354,0.5124158263206482,-0.044412314891815186,0.3242298364639282,0.5202988386154175,-0.036528415977954865,ROCK
sample_01_0002.jpg,0,0.896665096282959,0.6174458265304565,-9.90755424368217e-08,0.8509504795074463,0.5862018465995789,0.007652441039681435,0.7978790402412415,0.5724097490310669,0.0036587619688361883,0.7539492249488831,0.5731440186500549,-0.0034505485091358423,0.7255112528800964,0.5819796919822693,-0.01169857382774353,0.7713622450828552,0.585924506187439,-0.009184397757053375,0.705824613571167,0.5895622372627258,-0.02516328915953636,0.7217826843261719,0.589399516582489,-0.0368800163269043,0.7478358745574951,0.5892447829246521,-0.041880469769239426,0.7715158462524414,0.6064003705978394,-0.01912923902273178,0.7065785527229309,0.6087802648544312,-0.02707328274846077,0.721042275428772,0.6059081554412842,-0.029480449855327606,0.7458537817001343,0.6048122048377991,-0.03193181753158569,0.7763844728469849,0.6263926029205322,-0.02825753763318062,0.7139484286308289,0.6277552843093872,-0.03300425782799721,0.727558434009552,0.6243774890899658,-0.02636464685201645,0.7505269646644592,0.6226658821105957,-0.02259460650384426,0.7846921682357788,0.6447017788887024,-0.03662197291851044,0.7323024272918701,0.6444956660270691,-0.03792056813836098,0.7443670630455017,0.6405835151672363,-0.02784661389887333,0.764818549156189,0.6388911604881287,-0.020162833854556084,ROCK
sample_01_0003.jpg,0,0.17942532896995544,0.4672437310218811,1.2946217964326934e-07,0.24724793434143066,0.4454455077648163,0.0031859371811151505,0.307684063911438,0.4477016031742096,-0.0029697096906602383,0.33943262696266174,0.4649910032749176,-0.012040252797305584,0.35034018754959106,0.48261693120002747,-0.02056569792330265,0.3475925326347351,0.44977107644081116,-0.017747504636645317,0.41570067405700684,0.44181185960769653,-0.03789190575480461,0.4544314742088318,0.43319088220596313,-0.05135488510131836,0.48276084661483765,0.42613035440444946,-0.05664810910820961,0.339809387922287,0.47179463505744934,-0.026846982538700104,0.4109756350517273,0.48951098322868347,-0.03473624587059021,0.45521727204322815,0.5002695918083191,-0.03879249095916748,0.4870816171169281,0.5103861689567566,-0.041477546095848083,0.31895700097084045,0.4926387667655945,-0.034676846116781235,0.3403974771499634,0.5031949877738953,-0.03892216458916664,0.3193838596343994,0.4962945878505707,-0.03346678987145424,0.29728466272354126,0.48943477869033813,-0.02720027044415474,0.2930971086025238,0.5095174312591553,-0.043239377439022064,0.30674082040786743,0.5125352740287781,-0.03662450984120369,0.28890901803970337,0.5068078637123108,-0.021259475499391556,0.26994457840919495,0.5023251175880432,-0.008531982079148293,ROCK
sample_01_0004.jpg,0,0.1601797342300415,0.4606381058692932,1.3639358087402798e-07,0.22244925796985626,0.43323853611946106,0.000193787258467637,0.28548964858055115,0.4311487376689911,-0.006181627046316862,0.3332965672016144,0.44311946630477905,-0.013451160863041878,0.36198943853378296,0.4517033100128174,-0.020095815882086754,0.3225890100002289,0.4413272440433502,-0.02542298100888729,0.39972275495529175,0.43564996123313904,-0.04527932032942772,0.4412447214126587,0.428918719291687,-0.0566999614238739,0.47139713168144226,0.4238698184490204,-0.060686685144901276,0.31602743268013,0.46607252955436707,-0.030682027339935303,0.3936409056186676,0.4840902090072632,-0.040137797594070435,0.44129472970962524,0.49348127841949463,-0.04282490164041519,0.4745321273803711,0.5023581385612488,-0.04386300966143608,0.29809242486953735,0.48668843507766724,-0.033989883959293365,0.3423137962818146,0.48587459325790405,-0.03939392790198326,0.3262486755847931,0.4760161340236664,-0.03201133757829666,0.3031005859375,0.470393568277359,-0.024464953690767288,0.2760734558105469,0.5019472241401672,-0.037873391062021255,0.30152201652526855,0.4941810071468353,-0.035180628299713135,0.2859986424446106,0.4871719777584076,-0.021511292085051537,0.2655181288719177,0.4851683974266052,-0.00926545262336731,ROCK
sample_01_0004.jpg,1,0.9543556571006775,0.5561105608940125,-3.77111533111929e-08,0.9337314367294312,0.5162581205368042,0.004023123998194933,0.8872641921043396,0.49571526050567627,0.00048736651660874486,0.84037846326828,0.49061986804008484,-0.004329781047999859,0.8072975277900696,0.49443894624710083,-0.008597333915531635,0.8631671667098999,0.5041986107826233,-0.009271354414522648,0.802729070186615,0.49438056349754333,-0.01994217559695244,0.8237638473510742,0.49604716897010803,-0.027815520763397217,0.8479006886482239,0.500548243522644,-0.030752496793866158,0.8517310619354248,0.5249846577644348,-0.01466441061347723,0.7957471609115601,0.512154757976532,-0.01706637814640999,0.8146629929542542,0.5101118683815002,-0.01660614088177681,0.8362811207771301,0.5145933032035828,-0.017848819494247437,0.8449651598930359,0.5438850522041321,-0.01912325993180275,0.8002013564109802,0.5294434428215027,-0.018646635115146637,0.816187858581543,0.5269173979759216,-0.011729001998901367,0.8341108560562134,0.5309885740280151,-0.008702795021235943,0.8419212102890015,0.5590950846672058,-0.023213153705000877,0.8081918358802795,0.5434879064559937,-0.019661281257867813,0.8220248222351074,0.5409033298492432,-0.009144634939730167,0.8365718722343445,0.5453537702560425,-0.0021826087031513453,ROCK
sample_01_0005.jpg,0,0.5789480209350586,0.5081449747085571,-9.296800840274955e-08,0.5503749847412109,0.4733840823173523,0.004737533163279295,0.5053150653839111,0.46017691493034363,0.0020766444504261017,0.47064530849456787,0.4603402018547058,-0.0031647630967199802,0.4494040906429291,0.46759268641471863,-0.009344179183244705,0.45312240719795227,0.46072375774383545,-0.00023750917171128094,0.4131467044353485,0.4642803966999054,-0.007887055166065693,0.4329771399497986,0.46949249505996704,-0.016627931967377663,0.4559670686721802,0.47146815061569214,-0.022023450583219528,0.44703739881515503,0.48251599073410034,-0.006487121805548668,0.41748055815696716,0.48183393478393555,-0.007692539598792791,0.43581148982048035,0.4837978482246399,-0.008825273253023624,0.4579174220561981,0.4844648241996765,-0.011996390298008919,0.4514203667640686,0.5039185285568237,-0.012324857525527477,0.4274331033229828,0.4987577199935913,-0.014743903651833534,0.44096502661705017,0.4994503855705261,-0.011444463394582272,0.46048998832702637,0.5009039640426636,-0.010494782589375973,0.46035856008529663,0.5220734477043152,-0.017769750207662582,0.439123272895813,0.5128548741340637,-0.018266279250383377,0.4519381523132324,0.5124226808547974,-0.010578158311545849,0.4688943028450012,0.5132555365562439,-0.0046899691224098206,ROCK
sample_01_0005.jpg,1,0.20939932763576508,0.47179558873176575,2.388950406384538e-07,0.262391597032547,0.4469364881515503,-0.0017548729665577412,0.3193255662918091,0.44759514927864075,-0.007384663447737694,0.3539327383041382,0.46490538120269775,-0.01368036400526762,0.3661632835865021,0.4829843044281006,-0.019688643515110016,0.36860206723213196,0.4532710015773773,-0.020137399435043335,0.43320220708847046,0.44898778200149536,-0.034390125423669815,0.47276899218559265,0.44504523277282715,-0.042773567140102386,0.4989175796508789,0.4427794814109802,-0.04662049189209938,0.36239394545555115,0.47764256596565247,-0.024117305874824524,0.41236019134521484,0.498333215713501,-0.03020646423101425,0.4393255114555359,0.5146108865737915,-0.032812248915433884,0.45700135827064514,0.5274472832679749,-0.03437201678752899,0.3435661196708679,0.4983111619949341,-0.026922060176730156,0.3511256277561188,0.5017229914665222,-0.02926626242697239,0.3316546380519867,0.49521568417549133,-0.025360940024256706,0.31250083446502686,0.4891242980957031,-0.021240752190351486,0.31974154710769653,0.515360414981842,-0.030405227094888687,0.32405582070350647,0.5113726854324341,-0.02865622006356716,0.308230996131897,0.50661301612854,-0.018988696858286858,0.29139283299446106,0.5026376843452454,-0.009623919613659382,ROCK
