image,split,hand_id,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
rock01-000.png,train,0,0.6681621074676514,0.7852751016616821,-2.737995998813858e-07,0.5019733309745789,0.6645362377166748,-0.006108148954808712,0.4075907766819,0.5470308065414429,-0.03133831545710564,0.35266679525375366,0.43540021777153015,-0.028174810111522675,0.3605906069278717,0.3202441334724426,-0.013946880586445332,0.5143496990203857,0.4281671643257141,-0.24135519564151764,0.48813551664352417,0.25151005387306213,-0.17562292516231537,0.4814726412296295,0.22374966740608215,-0.036160439252853394,0.48468834161758423,0.23924346268177032,0.07095494121313095,0.6216229200363159,0.4260648787021637,-0.1908743530511856,0.5933194756507874,0.21343202888965607,-0.1359727531671524,0.5666630268096924,0.1988086998462677,0.015743732452392578,0.5539858341217041,0.22640396654605865,0.1306735724210739,0.7102187871932983,0.43504610657691956,-0.11548467725515366,0.6854367256164551,0.258299857378006,-0.047321464866399765,0.6467382907867432,0.24951452016830444,0.08009467273950577,0.6163972020149231,0.26617664098739624,0.1642562747001648,0.7770779728889465,0.4424245357513428,-0.0342930369079113,0.7453129291534424,0.32866790890693665,0.027748150750994682,0.7078850865364075,0.3035823106765747,0.09938349574804306,0.6824764013290405,0.31043991446495056,0.15392623841762543,ROCK
rock01-001.png,train,0,0.6677159667015076,0.785503625869751,-2.8623009029615787e-07,0.501372218132019,0.6619101166725159,0.0037884267512708902,0.40875399112701416,0.5443650484085083,-0.01890426315367222,0.35499778389930725,0.4336938261985779,-0.015689389780163765,0.36212190985679626,0.3190227746963501,-0.0020952962804585695,0.51296466588974,0.426650732755661,-0.2314142882823944,0.48737633228302,0.2517247200012207,-0.16450244188308716,0.48121392726898193,0.22415855526924133,-0.026111101731657982,0.4851113557815552,0.23963119089603424,0.0801236554980278,0.6196684241294861,0.426832914352417,-0.1862863153219223,0.5927935838699341,0.2153511792421341,-0.12904223799705505,0.5679479837417603,0.19808968901634216,0.022401707246899605,0.5556848049163818,0.2233366221189499,0.13645395636558533,0.7092278003692627,0.43660223484039307,-0.1156957671046257,0.68593829870224,0.2593194246292114,-0.0432170107960701,0.6485027074813843,0.2505658268928528,0.08597326278686523,0.6189775466918945,0.26727232336997986,0.17009946703910828,0.7782774567604065,0.4439574182033539,-0.03885450214147568,0.7478805780410767,0.33071082830429077,0.02789527177810669,0.7103099822998047,0.3068794012069702,0.10240865498781204,0.685590922832489,0.3139376640319824,0.15815939009189606,ROCK
rock01-002.png,train,0,0.669007420539856,0.7903515696525574,-3.610772409956553e-07,0.5009995102882385,0.6577902436256409,0.01875482313334942,0.412298321723938,0.5382521748542786,-0.0025320234708487988,0.35725104808807373,0.42826008796691895,-0.000343659077771008,0.36224982142448425,0.3138391971588135,0.01007123850286007,0.505566418170929,0.4257793724536896,-0.23120661079883575,0.485212504863739,0.25311633944511414,-0.162051260471344,0.48142385482788086,0.22272562980651855,-0.0219224002212286,0.4867943823337555,0.2360212355852127,0.08568345755338669,0.6152507066726685,0.42765137553215027,-0.19283713400363922,0.5905853509902954,0.21938323974609375,-0.1253708451986313,0.5679216384887695,0.20386797189712524,0.03557238355278969,0.555034339427948,0.2295854538679123,0.15355560183525085,0.7095820903778076,0.4371415674686432,-0.1276301145553589,0.6850697994232178,0.2620737552642822,-0.04048315808176994,0.6523592472076416,0.26034462451934814,0.09701433777809143,0.6249030828475952,0.27981293201446533,0.1820552498102188,0.7834818959236145,0.4452418088912964,-0.05554450303316116,0.75333172082901,0.3356529474258423,0.025359805673360825,0.719399094581604,0.3183667063713074,0.10765042901039124,0.6957201361656189,0.3302939534187317,0.16566993296146393,ROCK
rock01-003.png,train,0,0.6686438322067261,0.7896625399589539,-3.381130966317869e-07,0.5075506567955017,0.6481938362121582,0.016371268779039383,0.41929465532302856,0.5380976796150208,-0.019567104056477547,0.36287257075309753,0.4307568073272705,-0.03210832551121712,0.3696732223033905,0.3125235438346863,-0.03803333267569542,0.5002431869506836,0.42729896306991577,-0.2643808126449585,0.4844927191734314,0.24662044644355774,-0.19613754749298096,0.47891825437545776,0.22066177427768707,-0.05028146132826805,0.4811999201774597,0.23812614381313324,0.060150157660245895,0.6117079854011536,0.42914775013923645,-0.23245137929916382,0.5888570547103882,0.21286898851394653,-0.16371047496795654,0.5682355165481567,0.19965055584907532,0.00412813201546669,0.5504156351089478,0.2308318018913269,0.12305845320224762,0.7066820859909058,0.43847447633743286,-0.1723528653383255,0.6852618455886841,0.2602856159210205,-0.08304241299629211,0.6552096009254456,0.27186012268066406,0.05733943730592728,0.6275663375854492,0.3010598421096802,0.1386498510837555,0.7864546775817871,0.44470930099487305,-0.10520824044942856,0.7543832063674927,0.3309329152107239,-0.02699972130358219,0.7218155264854431,0.3236137926578522,0.055388692766427994,0.6954721212387085,0.34312236309051514,0.11031600832939148,ROCK
rock01-004.png,train,0,0.6677296161651611,0.7881521582603455,-4.821687298317556e-07,0.5073363780975342,0.6396048665046692,0.05066603794693947,0.42307189106941223,0.5324653387069702,0.02801080048084259,0.3698442876338959,0.4204992353916168,0.019930625334382057,0.37777432799339294,0.3015933036804199,0.017779268324375153,0.48720690608024597,0.42265674471855164,-0.2223745882511139,0.4703850746154785,0.2342553734779358,-0.15117047727108002,0.4730229377746582,0.2270534783601761,-0.0018508974462747574,0.48432061076164246,0.2585441470146179,0.11095967888832092,0.6024294495582581,0.4251253306865692,-0.21219070255756378,0.5784005522727966,0.19815963506698608,-0.1429097056388855,0.5651745796203613,0.20831379294395447,0.030703984200954437,0.558597207069397,0.2579684555530548,0.1550791710615158,0.7019911408424377,0.4381917417049408,-0.17362283170223236,0.6866126656532288,0.24532932043075562,-0.0873335599899292,0.6662948131561279,0.2715420126914978,0.06111583486199379,0.650730311870575,0.3119434714317322,0.150112584233284,0.7888473272323608,0.44987213611602783,-0.12525136768817902,0.7581602931022644,0.3282216191291809,-0.046610284596681595,0.7337356209754944,0.33242541551589966,0.04297804459929466,0.7201730608940125,0.3641258478164673,0.10414859652519226,ROCK
rock01-005.png,train,0,0.6662725806236267,0.7821452617645264,-5.99658278588322e-07,0.5086512565612793,0.6234227418899536,0.06436365097761154,0.43166476488113403,0.5148637294769287,0.047272585332393646,0.3825962543487549,0.4087468087673187,0.04369177296757698,0.39078548550605774,0.2935771942138672,0.04437853768467903,0.4865812659263611,0.41618236899375916,-0.22692334651947021,0.4668409526348114,0.22569556534290314,-0.14786553382873535,0.46457093954086304,0.22019383311271667,0.008451655507087708,0.47609615325927734,0.25034356117248535,0.12393681704998016,0.6004199385643005,0.42112788558006287,-0.22521965205669403,0.5766394138336182,0.1896095871925354,-0.15084902942180634,0.5617895126342773,0.2040870189666748,0.026954734697937965,0.5572136640548706,0.2547694444656372,0.15133395791053772,0.7018302083015442,0.43343645334243774,-0.1925751268863678,0.6884618401527405,0.23680002987384796,-0.09968851506710052,0.6665061712265015,0.26943153142929077,0.05175356566905975,0.6525517702102661,0.3125842809677124,0.13858698308467865,0.7908740639686584,0.4421023726463318,-0.1490303874015808,0.7626986503601074,0.31801071763038635,-0.06506046652793884,0.7371135950088501,0.3313186764717102,0.027238933369517326,0.7255674600601196,0.37029218673706055,0.08727375417947769,ROCK
rock01-006.png,train,0,0.663179337978363,0.780854344367981,-6.471908591265674e-07,0.5079773664474487,0.6158469319343567,0.09615718573331833,0.4357350766658783,0.5039423108100891,0.09959534555673599,0.39342740178108215,0.4016362428665161,0.10981354117393494,0.39980965852737427,0.29605114459991455,0.12343119829893112,0.4804007411003113,0.4066466689109802,-0.17958509922027588,0.46440765261650085,0.22971728444099426,-0.09628342092037201,0.4768027067184448,0.21989457309246063,0.0625467449426651,0.4911752939224243,0.25016170740127563,0.1825302541255951,0.5914181470870972,0.4178900122642517,-0.1913231760263443,0.5771639943122864,0.19833582639694214,-0.11379121989011765,0.5749201774597168,0.2052634358406067,0.06763004511594772,0.5732010006904602,0.2477935403585434,0.1987791657447815,0.6950085759162903,0.43599963188171387,-0.1724386066198349,0.6951384544372559,0.24771660566329956,-0.0806293785572052,0.6836605072021484,0.266579270362854,0.07470445334911346,0.6682387590408325,0.2994306683540344,0.16944506764411926,0.7875996828079224,0.45044952630996704,-0.14054299890995026,0.784538209438324,0.32767486572265625,-0.061362866312265396,0.7631368637084961,0.32732105255126953,0.03058469295501709,0.7463327050209045,0.35562020540237427,0.09532850235700607,ROCK
rock01-007.png,train,0,0.6597792506217957,0.7707765698432922,-7.199183187367453e-07,0.5121476650238037,0.6045305132865906,0.10597176849842072,0.4459269344806671,0.4910722076892853,0.10747911036014557,0.41398584842681885,0.38900241255760193,0.11308328062295914,0.42493295669555664,0.2872929573059082,0.12283002585172653,0.47885918617248535,0.4090394079685211,-0.19069695472717285,0.455070436000824,0.23145394027233124,-0.11742419749498367,0.47036123275756836,0.22376927733421326,0.03943648189306259,0.4890602231025696,0.25422215461730957,0.1587766706943512,0.5853438377380371,0.4159143269062042,-0.2159407138824463,0.5700904726982117,0.19013454020023346,-0.15438827872276306,0.5698246955871582,0.1983819454908371,0.021543657407164574,0.5734577775001526,0.24293255805969238,0.15064077079296112,0.692516028881073,0.43158864974975586,-0.2080851048231125,0.6934705376625061,0.23968324065208435,-0.12771980464458466,0.6816638708114624,0.2653058171272278,0.034115154296159744,0.669707715511322,0.31003668904304504,0.13508149981498718,0.7888954281806946,0.4490496516227722,-0.18682339787483215,0.795537531375885,0.3198575973510742,-0.11217612028121948,0.7710758447647095,0.3322725296020508,-0.01069760974496603,0.7522862553596497,0.3752775490283966,0.06281429529190063,ROCK
rock01-008.png,train,0,0.653103232383728,0.768104076385498,-8.377766675948806e-07,0.5156726837158203,0.5914639830589294,0.13560430705547333,0.46012213826179504,0.4810742735862732,0.1517951488494873,0.4373287260532379,0.3867782950401306,0.16746699810028076,0.44385355710983276,0.2958158850669861,0.18671712279319763,0.47458744049072266,0.39778804779052734,-0.17718815803527832,0.4584972858428955,0.22569671273231506,-0.11006809771060944,0.48076778650283813,0.22280366718769073,0.04828649386763573,0.5018328428268433,0.25871503353118896,0.17197734117507935,0.5765043497085571,0.41573366522789,-0.21574780344963074,0.5760993361473083,0.19522027671337128,-0.16803160309791565,0.5816587209701538,0.19872716069221497,0.01022648811340332,0.585793673992157,0.23950083553791046,0.14645996689796448,0.6827588081359863,0.4389047622680664,-0.21917256712913513,0.7001038789749146,0.2508006989955902,-0.1541195958852768,0.6934557557106018,0.2634183168411255,0.011123834177851677,0.6795246005058289,0.30233460664749146,0.1216423511505127,0.7808998227119446,0.46177077293395996,-0.20580366253852844,0.8011487126350403,0.32932764291763306,-0.1469043642282486,0.7821908593177795,0.3242117166519165,-0.04930485039949417,0.7615256309509277,0.35282543301582336,0.02716006711125374,ROCK
rock01-009.png,train,0,0.6467364430427551,0.7556183934211731,-6.897358275637089e-07,0.5434087514877319,0.5673230886459351,0.14730426669120789,0.516646146774292,0.45651185512542725,0.15642555058002472,0.5236917734146118,0.3619711995124817,0.1603165864944458,0.5437940359115601,0.26456135511398315,0.16613325476646423,0.47972920536994934,0.38616007566452026,-0.18346965312957764,0.4685332775115967,0.21950992941856384,-0.1343279480934143,0.5077900886535645,0.21419982612133026,0.008627110160887241,0.5356277823448181,0.253915011882782,0.12464027106761932,0.5743896961212158,0.4144780933856964,-0.23702372610569,0.5812596082687378,0.19983941316604614,-0.19805067777633667,0.6042489409446716,0.20567376911640167,-0.024730201810598373,0.6122623682022095,0.2514851689338684,0.10782104730606079,0.6800127625465393,0.4405103325843811,-0.25589147210121155,0.7093061208724976,0.255916953086853,-0.19456836581230164,0.7130715847015381,0.2709912359714508,-0.029105817899107933,0.6993439793586731,0.3128945827484131,0.08095097541809082,0.7816339731216431,0.4634471535682678,-0.2576262950897217,0.8120830059051514,0.3291143476963043,-0.1939781755208969,0.8013045787811279,0.32427603006362915,-0.08946281671524048,0.7796579003334045,0.35473528504371643,-0.009296727366745472,ROCK
